id;updated;type;band;mode;network;network_id;district;call;city;channel;output;tx_shift;access;status;lat;lng;locator;masl;magl;watt_pep;dir;ant;backup
1190;"2025-03-24";"Repeater";70;"DMR / D-Star";"Brandmeister";240715;7;"SK7RRV";"Lönsboda";"RU396";434.95;-2;"CC 7";"Plan";56.3939;14.3208;"JO76DJ";140;10;1;"Omni";"Dipol 2.7 dBi";2
1195;"2025-11-30";"Repeater";2;"FM / DMR / D-Star";"Brandmeister";2405156;5;"SA5RTG";"Järlåsa";"RV50";145.575;-0.6;"";"Plan";59.93;17.12;"JO89MV";100;15;25;"Omni";"Diamond X510N";2
1196;"2025-05-27";"Repeater";2;"FM";"";"";3;"SK3JR";"Raftsjöhöjden";"RV55";145.6875;-0.6;127.3;"QRV";63.6165;14.9929;"JP73LO";530;"";"";"Omni";"";1
1197;"2025-12-17";"Repeater";2;"FM";"";"";0;"SKØYZ";"Vallentuna";"RV54";145.675;-0.6;77;"QRV";59.521;18.125;"JO99BM";"";"";"";"";"";0
1198;"2025-06-03";"Repeater";70;"DMR";"Brandmeister";240012;3;"SK3LH";"Örnsköldsvik";"RU382";434.775;-2;"CC 3";"QRV";63.2963;18.7318;"JP93IH";68;15;"";"Omni";"7 dBi";2
1199;"2025-07-04";"Repeater";2;"DMR";"Brandmeister";240095;0;"SKØEN";"Älmsta";"RV59";145.7375;-0.6;"77.0 / CC 0";"QRV";59.9624;18.8097;"JO99JX";60;40;25;"Omni";"6 dBi";2
1200;"2025-07-23";"Repeater";2;"DMR";"Brandmeister";240019;0;"SMØWIU-6";"Nynäshamn";"RV49";145.5875;-0.6;"CC 0";"QRV";58.909;17.946;"JO88XV";60;20;50;"225°";"Aerial OY AV1430";2
1201;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Stockholm / Hammarbybacken";"";"";"";"";"";59.2984;18.109;"JO99BH31CP";87;"";"";"360°";"";0
1202;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Vallentuna / Högdalatippen";"";"";"";"";"";59.5182;18.1236;"JO99BM44UJ";63;"";"";"360°";"";0
1203;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Sollentuna / Väsjöbacken";"";"";"";"";"";59.4526;17.9725;"JO89XK68RP";82;"";"";"360°";"";0
1204;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Huddinge / Flottsbrobacken";"";"";"";"";"";59.2265;17.8836;"JO89WF64BJ";97;"";"";"360°";"";0
1205;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Södertörn / Tornberget";"";"";"";"";"";59.1369;18.0142;"JO99AD12RV";111;"";"";"360°";"";0
1206;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Skärholmen / Vårbergstoppen";"";"";"";"";"";59.2711;17.8795;"JO89WG55NC";74;"";"";"360°";"";0
1207;"2025-08-04";"uW QTH";"";"";"";"";0;"";"Järfälla / Görveln, Bruket skidbacke";"";"";"";"";"";59.4322;17.775;"JO89VK33AS";53;"";"";"360°";"";0
1208;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Nynäshamn / Trehörningen";"";"";"";"";"";58.8921;17.9489;"JO88XV34VD";33;"";"";"360°";"";0
1209;"2025-07-31";"uW QTH";"";"";"";"";0;"";"Brevik / Telegrafberget";"";"";"";"";"";59.2229;18.3586;"JO99EF33BM";77;"";"";"360°";"";0
1210;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Hönö / vattentorn";"";"";"";"";"";57.6848;11.6458;"JO57TQ74MJ";"";"";"";"";"";0
1211;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Vallda / Gate Klova";"";"";"";"";"";57.4354;11.9093;"JO57WK94DM";"";"";"";"";"";0
1212;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Falkenberg / Glommen";"";"";"";"";"";56.9312;12.35;"JO66EW23AM";"";"";"";"";"";0
1213;"2025-08-03";"uW QTH";"";"";"";"";7;"";"Mölle / Kullens fyr";"";"";"";"";"";56.3019;12.452;"JO66FH42GL";60;"";"";"Väst - Ostnordost";"";0
1214;"2025-08-25";"uW QTH";"";"";"";"";7;"";"Mölle / Håkull";"";"";"";"";"";0;0;"JO66GG38FV";181;"";"";"Nord";"";0
1215;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Måseskär";"";"";"";"";"";58.0939;11.3309;"JO58PC92RN";"";"";"";"";"";0
1216;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Kungshamn";"";"";"";"";"";58.3562;11.2527;"JO58PI05IM";"";"";"";"";"";0
1217;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Varberg / Apelviks höjd";"";"";"";"";"";0;0;"JO67CC92HS";"";"";"";"";"";0
1218;"2025-08-03";"uW QTH";"";"";"";"";6;"";"Vallda / Lerkils Hamn";"";"";"";"";"";57.4513;11.9128;"JO57WK98NI";"";"";"";"";"";0
1219;"2025-08-25";"uW QTH";"";"";"";"";7;"";"Arild";"";"";"";"";"";0;0;"JO66GG86RE";2;"";"";"NNV - OSO";"";0
1220;"2025-08-03";"uW QTH";"";"";"";"";7;"";"Torekov / Torekovs hamn";"";"";"";"";"";56.4274;12.6232;"JO66HK42TO";"";"";"";"";"";0
1221;"2025-08-25";"uW QTH";"";"";"";"";7;"";"Båstad / Hovs Hallar";"";"";"";"";"";0;0;"JO66IL52KN";50;"";"";"ONO - Väst - VSV";"";0
1222;"2025-08-03";"uW QTH";"";"";"";"";7;"";"Båstad / Kattviks Hamn";"";"";"";"";"";56.4631;12.7555;"JO66JL01QE";50;"";"";"Sydväst - Nordost";"";0
1223;"2025-08-03";"uW QTH";"";"";"";"";7;"";"Båstad / Svenstad";"";"";"";"";"";56.4335;12.7701;"JO66JK24KB";146;"";"";"Norr";"";0
1224;"2025-08-03";"uW QTH";"";"";"";"";7;"";"Båstad / Finnsbo";"";"";"";"";"";56.4177;12.8802;"JO66KK50PG";148;"";"";"Norr";"";0
1225;"2025-08-03";"uW QTH";"";"";"";"";7;"";"Båstad / Lya Skolväg";"";"";"";"";"";56.4107;12.8788;"JO66KJ58LO";"";"";"";"Norr";"";0
1226;"2025-08-03";"uW QTH";"";"";"";"";4;"";"Svärdsjö / Enviksberget";"";"";"";"";446;60.871;16.135;"JP80BU69FB";"";"";"";"Sydost - Sydväst";"";0
1227;"2025-08-03";"uW QTH";"";"";"";"";4;"";"Nyhammar / Storslättberget";"";"";"";"";"";60.2888;14.8934;"JP70KG79FI";411;"";"";"Öst - Sydväst";"";0
1228;"2025-12-11";"uW QTH";"";"";"";"";4;"";"Svärdsjö / Flyberget";"";"";"";"";"";0;0;"JP70XQ31JN";399;16;"";"360°";"";0
1232;"2025-08-08";"uW QTH";"";"";"";"";0;"";"Grisslehamn / Singö";"";"";"";"";"";0;0;"JP90JE62XA";6;"";"";"Nord - Öst";"";0
1234;"2025-08-25";"uW QTH";"";"";"";"";6;"";"Karlsborg / Klintens utsiktsplats";"";"";"";"";"";0;0;"JO78FM48VW";179;"";"";"Öst - Syd";"";0
1235;"2025-08-25";"uW QTH";"";"";"";"";6;"";"Braehus";"";"";"";"";"";0;0;"JO78GB02NR";228;"";"";"Väst";"";0
1236;"2025-08-25";"uW QTH";"";"";"";"";0;"";"Kunstaberget / Adelsö";"";"";"";"";"";0;0;"JO89RJ88JA";48;5;"";"360°";"";0
1237;"2025-08-25";"uW QTH";"";"";"";"";5;"";"Tärnsjö / Skekarsbo utsiktstorn";"";"";"";"";"";0;0;"JP80KF21NA";77;20;"";"360°";"";0
1238;"2025-08-25";"uW QTH";"";"";"";"";5;"";"Stavsjö / Vensbrinksberget utsiktstorn";"";"";"";"";"";0;0;"JO88DS99IS";124;12;"";"360°";"";0
1239;"2025-08-25";"uW QTH";"";"";"";"";5;"";"Eskilstuna / utsiktsplats";"";"";"";"";"";0;0;"JO89GI47EO";36;"";"";"";"";0
1240;"2025-08-25";"uW QTH";"";"";"";"";0;"";"Norrtälje / utsiktsplats";"";"";"";"";"";0;0;"JO99IS41GL";15;"";"";"Syd, Nord";"";0
1241;"2025-08-25";"uW QTH";"";"";"";"";5;"";"Sala / Grävlingsbergets utsiktstorn";"";"";"";"";"";0;0;"JO89BV79QG";119;5;"";"360°";"";0
1242;"2025-08-25";"uW QTH";"";"";"";"";5;"";"Sala / Mattssons utsiktstorn";"";"";"";"";"";0;0;"JO89EW88FR";119;20;"";"360°";"";0
1243;"2025-08-25";"uW QTH";"";"";"";"";1;"";"Visby / Södra Hällarnas utsiktsplats";"";"";"";"";"";0;0;"JO97DO18IG";21;"";"";"Väst - Nord";"";0
1244;"2025-08-25";"uW QTH";"";"";"";"";1;"";"Hallshuk / fyren";"";"";"";"";"";0;0;"JO97IW91VR";21;"";"";"NO - Nord - NV";"";0
1245;"2025-08-25";"uW QTH";"";"";"";"";1;"";"Fridhem / Högklint utsiktsplats";"";"";"";"";"";0;0;"JO97CO43EX";36;"";"";"Nord - SydVäst";"";0
1246;"2025-08-25";"uW QTH";"";"";"";"";1;"";"Katthammarsvik / Torsburgen utsiktstorn";"";"";"";"";"";0;0;"JO97IJ69FV";65;10;"";"360°";"";0
1247;"2025-08-25";"uW QTH";"";"";"";"";1;"";"Visby / Strandvägen parkering";"";"";"";"";"";0;0;"JO97DP43FN";1;"";"";"Nord - Väst";"";0
1248;"2025-08-27";"uW QTH";"";"";"";"";4;"";"Örebro / Kvarntorpshögen";"";"";"";"";"";0;0;"JO79PD00OH";139;"";"";"360°";"";0
1249;"2025-08-27";"uW QTH";"";"";"";"";0;"";"Södertälje / Korpbergets utsiktsplats";"";"";"";"";"";0;0;"JO89TG40CF";69;"";"";"Syd, Väst";"";0
1250;"2025-08-27";"uW QTH";"";"";"";"";7;"";"Klåveröd / Höjehalls utsiktstorn";"";"";"";"";"";0;0;"JO66NB70VS";210;5;"";"Sydligt";"";0
1251;"2025-08-27";"uW QTH";"";"";"";"";5;"";"Nyköpng / Stendörrens utsiktstorn";"";"";"";"";"";0;0;"JO88QR79HB";22;12;"";"Sydligt";"";0
1252;"2025-12-12";"uW QTH";"";"";"";"";3;"";"Ytterhogdal / Fnuschen utsiktstorn";"";"";"";"";"";0;0;"JP72KD11SA";607;15;"";"360°";"";0
1253;"2025-08-28";"uW QTH";"";"";"";"";5;"";"Söderköping / Ramunderberget";"";"";"";"";"";0;0;"JO88DL95AX";70;"";"";"SydVäst";"";0
1254;"2025-08-28";"uW QTH";"";"";"";"";4;"";"Kil / Rennstadssnipan utsiktstorn";"";"";"";"";"";0;0;"JO69NO08GB";253;12;"";"";"";0
1255;"2025-08-28";"uW QTH";"";"";"";"";4;"";"Arvika / Ryggestadsberget";"";"";"";"";"";0;0;"JO69GU80PK";192;20;"";"SydVäst - Väst";"";0
1256;"2025-08-28";"uW QTH";"";"";"";"";6;"";"Kungsbacka / Tölöberg vattentorn";"";"";"";"";"";0;0;"JO67BL08BU";30;"";"";"360°";"";0
1257;"2025-09-06";"uW QTH";"";"";"";"";5;"";"Uppsala";"";"";"";"";"";0;0;"JO89TV44NM";48;30;"";"360°";"";0
1258;"2026-03-25";"Repeater";70;"FM";"";"";7;"SK7RGM/L";"Sölvesborg";"RU370";434.625;-2;67;"QRV";56.0489;14.5844;"JO76HB";68;66;15;"Omni";"Diamond X-300";2
1259;"2026-01-01";"Repeater";70;"FM";"";"";0;"SKØUX";"Vallentuna";"RU386";434.825;-2;"";"Plan";59.5043;18.1373;"JO99BM";88;23;"";"Omni";"";0
1260;"2026-02-24";"Repeater";2;"FM";"SvxReflector";"";1;"SM1SBI/R";"Visby";"RV52";145.65;-0.6;71.9;"QRV";57.5699;18.2846;"JO97DN";"";"";"";"Omni";"";0
1261;"2025-11-15";"Link";2;"FM";"SvxReflector";"";6;"SA6BWX";"Borås";"";145.2875;"Simplex";118.8;"QRV";57.7333;12.9458;"JO67LR";143;10;5;"Omni";"X50";2
1262;"2025-01-01";"Link";2;"FM";"SvxReflector";"";6;"SM6JVU";"Kullavik";"";145.2875;"Simplex";"";"QRV";57.5482;11.9429;"JO57XN";20;5;5;"Omni";"";2
1263;"2025-11-30";"Repeater";70;"FM / DMR";"Brandmeister";240015;0;"SK0VR";"Värmdö";"RU398";434.975;-2;"77.0 / CC 0";"QRV";59.3142;18.3183;"JO99DH";80;50;40;"Omni";"9 dBi";1
1264;"2025-11-30";"Repeater";70;"FM / DMR";"Brandmeister";240016;0;"SK0VR-0";"Djurö";"RU367";434.5875;-2;"77.0 / CC 0";"QRV";59.2996;18.673;"JO99IH";60;20;25;"Omni";"9 dBi";2
1265;"2025-12-02";"Repeater";70;"";"";"";5;"SA5OHR";"Norrköping";"RU363";434.5375;-2;"";"Plan";58.6053;16.1426;"JO88BO";"";"";"";"";"";0
1266;"2025-12-07";"Repeater";2;"FM";"";"";0;"SKØMG";"Södertälje";"RV52";145.65;-0.6;"1750 / 77.0";"QRV";59.1746;17.6;"JO89TE";"";"";"";"Omni";"";0
1267;"2025-12-08";"Repeater";70;"FM";"";"";6;"SK6RP";"Lerum";"RU382";434.775;-2;"1750 / 114.8";"QRV";57.8809;12.3227;"JO67DV";90;7;25;"Omni";"X300";2
1268;"2025-12-09";"uW QTH";"";"";"";"";3;"";"Sundsvall / Södra Berget, utsiktstorn";"";"";"";"";"";0;0;"JP82PI88QN";240;22;"";"360°";"";0
1269;"2025-12-10";"uW QTH";"";"";"";"";3;"";"Sundsvall / Munkbyn, Flataklocken";"";"";"";"";"";0;0;"JP82DJ82UT";465;"";"";"360°";"";0
1270;"2025-12-09";"uW QTH";"";"";"";"";2;"";"Skellefteå / Kalvträsk, Vitbergensnaturreservat";"";"";"";"";"";0;0;"JP94UP61VA";486;18;"";"360°";"";0
1271;"2025-12-09";"uW QTH";"";"";"";"";2;"";"Boden / Stegras industriområde";"";"";"";"";"";0;0;"KP05VT46AO";50;20;"";"360°";"";0
1272;"2025-12-09";"uW QTH";"";"";"";"";3;"";"Kramfors / Lövvik, Höga Kusten leden";"";"";"";"";"";0;0;"JP92BT20EJ";240;6;"";"Sydost - Sydväst";"";0
1273;"2025-12-09";"uW QTH";"";"";"";"";5;"";"Strängnäs / Åkers, Stenhuggarmon";"";"";"";"";"";0;0;"JO89NE69OM";92;10;"";"360°";"";0
1274;"2025-12-09";"uW QTH";"";"";"";"";0;"";"Norrtälje / Gräddö, Marö";"";"";"";"";"";0;0;"JO99MQ67RX";16;35;"";"360°";"";0
1275;"2025-12-09";"uW QTH";"";"";"";"";0;"";"Stockholm / Nacka, Velamsunds naturreservat";"";"";"";"";"";0;0;"JO99DI70BR";70;4;"";"Sydost - Sydväst";"";0
1276;"2025-12-09";"uW QTH";"";"";"";"";6;"";"Varberg / Naturum Getterön";"";"";"";"";"";0;0;"JO67DD10AS";6;12;"";"360°";"";0
1277;"2025-12-10";"uW QTH";"";"";"";"";6;"";"Lysekil / utsiktstorn";"";"";"";"";"";0;0;"JO58RG15UL";15;4;"";"360°";"";0
1278;"2025-12-12";"uW QTH";"";"";"";"";4;"";"Skinnaråsberget";"";"";"";"";"";0;0;"JP70JO78PL";497;8;"";"360°";"";0
1279;"2025-12-12";"uW QTH";"";"";"";"";4;"";"Enviken / Spjärshällen utsiktstorn";"";"";"";"";"";0;0;"JP70WV47BX";506;7;"";"360°";"";0
1280;"2025-12-13";"uW QTH";"";"";"";"";6;"";"Skee / Björnerödspiggen";"";"";"";"";"";0;0;"JO59QA83IA";222;10;"";"360°";"";0
1281;"2025-12-13";"uW QTH";"";"";"";"";7;"";"Rösslösa Galgbacke";"";"";"";"";"";0;0;"JO86FL09NA";57;2;"";"360°";"";0
1282;"2025-12-13";"uW QTH";"";"";"";"";5;"";"Jönåker / St Bengtsbergets brandtorn";"";"";"";"";"";0;0;"JO88IQ66CA";87;17;"";"360°";"";0
1283;"2025-12-13";"uW QTH";"";"";"";"";3;"";"Tåsjöberget";"";"";"";"";"";0;0;"JP74XF26AE";635;10;"";"360°";"";0
1284;"2025-12-15";"Repeater";2;"FM / DMR";"Brandmeister";"";4;"SK4RA/R";"Ludvika";"RV53";145.6625;-0.6;"85.4 / CC 4";"Plan";60.1239;15.1436;"JP70NC";260;36;25;"Omni";"2-stack dipol, Aerial Oy";2
1285;"2026-01-27";"Repeater";70;"FM";"SvxReflector";"";5;"SM5SBI";"Stallarholmen";"RU396";434.95;-2;82.5;"QRV";59.3899;17.2166;"JO89OI";"";"";50;"Omni";"";0
1286;"2026-02-08";"Repeater";70;"DMR";"Brandmeister";240080;0;"SKØRYG-5";"Arlanda";"RU393";434.9125;-2;"CC 0";"QRV";59.6193;17.9865;"JO89XO";60;24;50;"Omni";"Aerial OY AV1914-H (4 stack 10dBi)";2
1287;"2026-03-04";"Beacon";"6cm";"CW";"";"";0;"SKØCT/B";"Kvarnberget";"";5760.903;"";"";"QRV";59.504;18.1379;"JO99BM";60;6;60;"Omni";"Alford slot";2
1288;"2026-03-30";"Repeater";2;"FM";"";"";7;"SK7RBK";"Hörja";"RV61";145.7625;-0.6;"1750 / 79.7 / DTMF 0";"Plan";56.2364;13.6335;"JO66TF";185;20;75;"Omni";"Procom Dipole 2-stack";1
1289;"2026-04-25";"Link";2;"FM";"AllStarLink";659900;7;"SA7AKU";"Växjö";"";145.2375;"Simplex";79.7;"QRV";56.8795;14.7787;"JO76JV";220;30;20;"180°";"Moxon 3dBi";2
